Pitch (MIDI),Time (s),Intensity,Tag
40.0,16.059438467025757,0.13218255,OK
40.0,16.08262801170349,0.13549164,OK
40.0,16.110700368881226,0.14144403,OK
68.0,16.132452726364136,0.14141305,OK
68.0,16.15200710296631,0.14611076,OK
68.0,16.179457426071167,0.14988114,OK
68.0,16.199679851531982,0.14106853,OK
52.0,16.219674110412598,0.15501186,OK
52.0,16.24814534187317,0.1556634,OK
48.0,16.269490957260132,0.15676261,OK
48.0,16.292683124542236,0.15666392,OK
48.0,16.32160472869873,0.14977306,OK
48.0,16.341550588607788,0.141684,OK
52.0,16.361499786376953,0.14248689,OK
52.0,16.391417741775513,0.14649568,OK
52.0,16.412362098693848,0.13986924,OK
52.0,16.431345224380493,0.14495541,OK
52.0,16.461267709732056,0.15176709,OK
52.0,16.4811794757843,0.14323021,OK
52.0,16.50212335586548,0.14497033,OK
52.0,16.532041549682617,0.14645791,OK
52.0,16.551990509033203,0.14502405,OK
52.0,16.571937322616577,0.15132366,OK
52.0,16.591883182525635,0.14063793,OK
52.0,16.6152184009552,0.14346625,OK
52.0,16.63981342315674,0.14766064,OK
52.0,16.660860300064087,0.13835476,OK
52.0,16.689886331558228,0.13560626,OK
52.0,16.710317373275757,0.12790851,OK
52.0,16.732235431671143,0.12456094,OK
52.0,16.76075553894043,0.12710027,OK
52.0,16.780256986618042,0.1342621,OK
52.0,16.800248384475708,0.13755958,OK
52.0,16.83023500442505,0.14288127,OK
52.0,16.850069761276245,0.1334933,OK
52.0,16.86999750137329,0.13169836,OK
52.0,16.89986252784729,0.14725882,OK
52.0,16.91985249519348,0.14443192,OK
52.0,16.939844369888306,0.14706881,OK
52.0,16.96987771987915,0.14791153,OK
40.0,16.989868879318237,0.14186317,OK
40.0,17.009893894195557,0.14649963,OK
40.0,17.039841890335083,0.13265091,OK
40.0,17.060866117477417,0.12563208,OK
40.0,17.079817295074463,0.053730514,OK
52.0,17.11151885986328,0.04934196,Suspicious
52.0,17.13149356842041,0.029065695,Suspicious
52.0,17.151482582092285,0.019945374,Suspicious
40.0,17.1800434589386,0.015538758,Suspicious
52.0,17.200034618377686,0.005463659,Suspicious
52.0,17.22002339363098,0.004150718,Suspicious
52.0,17.240007877349854,0.0040224106,Suspicious
80.0,17.37990140914917,0.09967261,OK
52.0,17.40992259979248,0.12082757,OK
40.0,17.4299099445343,0.11980317,OK
52.0,17.44994306564331,0.1292682,OK
52.0,17.479838132858276,0.13300487,OK
40.0,17.49804449081421,0.14299981,OK
40.0,17.522042989730835,0.1421173,OK
40.0,17.552031993865967,0.13663885,OK
68.0,17.56985116004944,0.14466484,OK
68.0,17.592183828353882,0.14706124,OK
68.0,17.622166633605957,0.13918893,OK
52.0,17.642157793045044,0.14854737,OK
52.0,17.661097288131714,0.15621027,OK
68.0,17.69224214553833,0.15291552,OK
52.0,17.712249279022217,0.15385333,OK
48.0,17.732243537902832,0.14786337,OK
